image_id,question,answer,options
71nVSIqQfAL,What is the color of the gemstone?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
71nVSIqQfAL,What is the main product type?,FINEEARRING,"['FINEEARRING', 'NECKLACE', 'BRACELET', 'RING']"
71nVSIqQfAL,What shape are the gemstones?,Oval,"['Oval', 'Round', 'Square', 'Heart']"
71nVA5-j5xL,What is the color of the phone case's background?,Yellow,"['Yellow', 'Blue', 'Green', 'Red']"
71nVA5-j5xL,What kind of product is it?,Case,"['Case', 'Phone', 'Screen', 'Charger']"
71nVA5-j5xL,Are there any crabs on the phone case?,Yes,"['Yes', 'No', 'Maybe', 'None']"
71nVSnI-eOL,What is the color of the cellular_phone_case?,multi-colored,"['multi-colored', 'Blue', 'Green', 'Black']"
71nVSnI-eOL,What type of product is this?,cellular_phone_case,"['cellular_phone_case', 'shoe', 'bag', 'shirt']"
71nVe1trHyL,What is the primary color of the bird?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
71nVe1trHyL,What is the background color of the image?,Grey,"['Grey', 'Black', 'White', 'Orange']"
71nVe1trHyL,What type of product is this?,Case,"['Case', 'Phone', 'Charger', 'Headphones']"
71nVej-P7dL,What is the primary color shown?,Black,"['Black', 'Red', 'Blue', 'White']"
71nVej-P7dL,What shapes are prominently featured?,Arrows,"['Arrows', 'Circles', 'Squares', 'Stars']"
71nVej-P7dL,What type of product is this?,Case,"['Case', 'Charger', 'Headphones', 'Screen']"
71nViPkCW5L,What shape is on the case?,Stars,"['Stars', 'Circles', 'Squares', 'Triangles']"
71nViPkCW5L,What color are the objects on the case?,Pink,"['Pink', 'Green', 'Blue', 'Yellow']"
71nViPkCW5L,What type of product is this?,Case,"['Case', 'Charger', 'Screen', 'Battery']"
71nVwsLPj1L,What is the primary color of the case?,multi-colored,"['multi-colored', 'red', 'black', 'white']"
71nVwsLPj1L,What device is this case for?,Motorola,"['Motorola', 'Samsung', 'Apple', 'Google']"
71nVwsLPj1L,Is this a phone or laptop case?,phone,"['phone', 'laptop', 'tablet', 'watch']"
71nW8VVgrOL,What is the primary color seen?,Purple,"['Purple', 'Green', 'Yellow', 'Orange']"
71nW8VVgrOL,What type of product is this?,Case,"['Case', 'Charger', 'Phone', 'Screen']"
71nW8VVgrOL,How many colors are clearly visible?,Two,"['Two', 'One', 'Three', 'Four']"
71nWFy-z6IL,What is the primary color of the case?,red,"['red', 'blue', 'yellow', 'black']"
71nWFy-z6IL,What type of product is this?,case,"['case', 'charger', 'screen', 'phone']"
71nWFy-z6IL,Are there drops on the case?,yes,"['yes', 'no', 'maybe', 'perhaps']"
71nVTvTPegL,What shape is the pendant?,Cross,"['Circle', 'Cross', 'Triangle', 'Heart']"
71nVTvTPegL,What color is the chain?,White,"['White', 'Black', 'Red', 'Green']"
71nVTvTPegL,How many tones are in the necklace?,Two,"['One', 'Two', 'Three', 'Four']"
71nWJBJbHtL,What color is prominent in the phone case?,Purple,"['Purple', 'Green', 'Orange', 'Yellow']"
71nWJBJbHtL,What type of product is this?,Case,"['Case', 'Charger', 'Screen', 'Phone']"
71nWJBJbHtL,How many colors are visibly present in the case?,Two,"['Two', 'One', 'Three', 'Four']"
71nV6i-p0vL,What color are the flowers?,pink,"['pink', 'blue', 'yellow', 'green']"
71nV6i-p0vL,What is the background color?,dark,"['dark', 'white', 'orange', 'red']"
71nV6i-p0vL,What product is shown?,case,"['case', 'phone', 'charger', 'screen']"
71nUcbSTd2L,What is the main subject of the image?,Teddy,"['Teddy', 'Phone', 'Heart', 'Case']"
71nUcbSTd2L,What word is visible on the heart?,I,"['I', 'Love', 'You', 'Heart']"
71nUcbSTd2L,What is the color of the case?,Multi-colored,"['Multi-colored', 'Blue', 'Brown', 'Pink']"
71nTfM-LqNL,What is the brand name?,Happy,"['Happy', 'Amazon', 'Intenso', 'Belly']"
71nTfM-LqNL,What is the product type?,PANTRY,"['PANTRY', 'COFFEE', 'FRUIT', 'DRINK']"
71nTfM-LqNL,What word is in the bottom part of the package label?,Intenso,"['Intenso', 'Amazon', 'Belly', 'Caffè']"
71nTgqeYPrL,What number is displayed on the phone case?,Four,"['Four', 'One', 'Two', 'Three']"
71nTgqeYPrL,What is the primary color of the phone case?,Orange,"['Orange', 'Blue', 'Black', 'White']"
71nTgqeYPrL,What type of product is shown?,Case,"['Case', 'Screen', 'Phone', 'Charger']"
71nThjxmo1L,What is the color of this object?,multi-colored,"['multi-colored', 'blue', 'black', 'white']"
71nThjxmo1L,What type of product is this?,CASE,"['CASE', 'SCREEN', 'BATTERY', 'CHARGER']"
71nThjxmo1L,What is the object shown?,cover,"['cover', 'charger', 'phone', 'screen']"
71nTi38zurL,What is the primary color of the heart?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
71nTi38zurL,What is the product?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71nTi38zurL,What is the color of the case?,Multi-colored,"['Multi-colored', 'Black', 'White', 'Gray']"
71nTjiYsJ2L,What is the primary color of the flower?,Yellow,"['Yellow', 'Blue', 'Green', 'Red']"
71nTjiYsJ2L,What shape are the earrings?,Teardrop,"['Teardrop', 'Round', 'Square', 'Oval']"
71nTjiYsJ2L,What kind of product is shown in the image?,Earring,"['Earring', 'Necklace', 'Bracelet', 'Ring']"
71nTmHTdyML,What is the primary color of the phone case?,Orange,"['Orange', 'Black', 'White', 'Green']"
71nTmHTdyML,What is the shape of the design on the phone case?,Eight,"['Eight', 'Circle', 'Square', 'Triangle']"
71nTmHTdyML,What type of product is this?,Case,"['Case', 'Charger', 'Screen', 'Phone']"
71nUjRk5arL,What color is the necklace?,Blanco,"['Blanco', 'Azul', 'Rojo', 'Verde']"
71nUjRk5arL,What is the product?,Colgante,"['Colgante', 'Anillo', 'Pulsera', 'Pendiente']"
71nUjRk5arL,What shape is the main stone?,Redondo,"['Redondo', 'Cuadrado', 'Triangular', 'Ovalado']"
71nTmyR4ggL,What is the color of the guitar stand?,Black,"['Black', 'White', 'Silver', 'Red']"
71nTmyR4ggL,What type of item is this?,Stand,"['Stand', 'String', 'Amplifier', 'Pick']"
71nTmyR4ggL,How many pieces does it come with?,One,"['One', 'Two', 'Three', 'Four']"
71nTrGC7YgL,What is the color of the product?,multi-colored,"['multi-colored', 'black', 'white', 'blue']"
71nTrGC7YgL,What type of product is this?,CELLULAR_PHONE_CASE,"['CELLULAR_PHONE_CASE', 'TABLET', 'LAPTOP', 'SPEAKER']"
71nTrGC7YgL,Is the product printed?,yes,"['yes', 'no', 'maybe', 'unknown']"
71nTxpev9sL,What type of product is shown?,sanitizer,"['sanitizer', 'shampoo', 'soap', 'lotion']"
71nTxpev9sL,What is the flavor?,lavender,"['lavender', 'lemon', 'orange', 'mint']"
71nTxpev9sL,What is the size of the product?,32,"['32', '16', '8', '64']"
71nU7QTWxBL,What is the main color?,Pink,"['Pink', 'Blue', 'White', 'Green']"
71nU7QTWxBL,What is the product?,Case,"['Case', 'Phone', 'Charger', 'Headphones']"
71nU7QTWxBL,Is the background color solid?,Yes,"['Yes', 'No', 'Maybe', 'Sometimes']"
71nUI6TLZGL,What object is smiling?,Cup,"['Cup', 'Phone', 'Camera', 'Chain']"
71nUI6TLZGL,What is the product type?,Case,"['Case', 'Cover', 'Phone', 'Mobile']"
71nUI6TLZGL,What is the primary color?,Multi-colored,"['Multi-colored', 'White', 'Black', 'Silver']"
71nUUo+2P3L,What letter is on the pendant?,V,"['V', 'A', 'S', 'O']"
71nUUo+2P3L,What is the primary color of the necklace?,White,"['White', 'Yellow', 'Black', 'Red']"
71nUUo+2P3L,What type of item is this?,Necklace,"['Necklace', 'Bracelet', 'Earrings', 'Ring']"
71nUZ9zcGjL,What is the primary color seen on the case's design?,Golden,"['Golden', 'Blue', 'Silver', 'Black']"
71nUZ9zcGjL,What pattern is visible?,Butterfly,"['Butterfly', 'Floral', 'Geometric', 'Striped']"
71nUZ9zcGjL,What type of item is this?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71nTpgj4HsL,What is the primary color of the night sky in the image?,Blue,"['Blue', 'Green', 'Black', 'White']"
71nTpgj4HsL,What is the shape of the object on top of the tree?,Circle,"['Circle', 'Triangle', 'Square', 'Rectangle']"
71nTpgj4HsL,What is the color of the object at the center of the mobile cover?,Pink,"['Pink', 'Blue', 'White', 'Black']"
71ncoeftP9L,What is the primary color of the object?,Multi,"['Multi', 'Black', 'Green', 'Blue']"
71ncoeftP9L,What type of item is this?,Case,"['Case', 'Charger', 'Phone', 'Screen']"
71ncoeftP9L,What is the color composition?,Multi,"['Multi', 'Black', 'Yellow', 'White']"
71nWMiMXu5L,What word describes the type of milk?,Nonfat,"['Nonfat', 'Whole', '2%', 'Organic']"
71nWMiMXu5L,What grade is the milk?,A,"['A', 'B', 'C', 'AA']"
71nWMiMXu5L,What is the brand name?,365,"['365', 'Grade', 'Nonfat', 'Whole']"
71nWQHCzBCL,What is the primary background color?,Yellow,"['Yellow', 'Black', 'White', 'Blue']"
71nWQHCzBCL,What type of product is this?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71nWQHCzBCL,What is the color scheme?,Multi-colored,"['Multi-colored', 'Red', 'Green', 'Blue']"
71nXpfZg+VL,What animal is depicted on the case?,Dog,"['Dog', 'Cat', 'Bird', 'Fish']"
71nXpfZg+VL,What is the color of the depicted animal?,White,"['White', 'Black', 'Brown', 'Gray']"
71nXpfZg+VL,What type of product is this?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71nXpvfc4PL,What is the primary color of the jewelry?,Rose,"['Rose', 'Silver', 'Gold', 'Black']"
71nXpvfc4PL,What type of product is this?,Necklace,"['Necklace', 'Ring', 'Bracelet', 'Earrings']"
71nXpvfc4PL,What is the metal type?,Sterling,"['Sterling', 'Iron', 'Platinum', 'Wood']"
71nXr5Nk4LL,What is the primary color of the shoe?,Red,"['Red', 'Black', 'Blue', 'White']"
71nXr5Nk4LL,What type of product is this?,SHOES,"['SHOES', 'SHIRT', 'PANTS', 'HAT']"
71nXr5Nk4LL,Is the shoe blue?,No,"['Yes', 'No', 'Maybe', 'Sometimes']"
71nXwOmG3UL,What is the primary color seen on the phone case?,Purple,"['Purple', 'Black', 'White', 'Red']"
71nXwOmG3UL,What is the color of the phone frame?,Black,"['Black', 'White', 'Blue', 'Green']"
71nXwOmG3UL,Is the case plain or multi-colored?,Multi-colored,"['Multi-colored', 'Plain', 'Blue', 'Yellow']"
71nXzMtbhRL,What is the dominant color of the case?,Multi-colored,"['Multi-colored', 'Black', 'White', 'Blue']"
71nXzMtbhRL,What type of product is this?,Case,"['Case', 'Screen Protector', 'Charger', 'Phone']"
71nXzMtbhRL,What is the general style of the image on the phone case?,Vector,"['Vector', 'Abstract', 'Landscape', 'Portrait']"
71nY-WfRmzL,What is the main color of the ring?,Rose,"['Rose', 'Silver', 'Gold', 'Black']"
71nY-WfRmzL,What type of product is this?,FINERING,"['FINERING', 'NECKLACE', 'EARRING', 'BRACELET']"
71nY-WfRmzL,How many stones are visible in the ring?,Five,"['Five', 'Three', 'Six', 'Seven']"
71nXleRD5nL,What is the primary color of the butterflies?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
71nXleRD5nL,What kind of object is this?,Case,"['Case', 'Phone', 'Tablet', 'Screen']"
71nXleRD5nL,What is depicted on the object?,Butterflies,"['Butterflies', 'Flowers', 'Cars', 'Animals']"
71nY0Y3+azL,What is the color of the clock's frame?,Black,"['Black', 'White', 'Red', 'Silver']"
71nY0Y3+azL,What shape is the clock?,Round,"['Round', 'Square', 'Triangle', 'Oval']"
71nY0Y3+azL,What is the color of the clock's face?,Red,"['Red', 'Black', 'White', 'Blue']"
71nY8YYs-kL,What colors are visible in the image?,Assorted,"['Assorted', 'Blue', 'Black', 'Red']"
71nY8YYs-kL,What is the primary type of item shown?,Chalk,"['Chalk', 'Pencils', 'Pens', 'Markers']"
71nY8YYs-kL,What shape are most of the items?,Cylindrical,"['Cylindrical', 'Rectangular', 'Triangular', 'Circular']"
71nYE7puCFL,What is the primary color of the item?,Silver,"['Silver', 'Black', 'Blue', 'Red']"
71nYE7puCFL,What is the item used for?,Kitchen,"['Kitchen', 'Bedroom', 'Bathroom', 'Garden']"
71nYE7puCFL,What is the brand name on the item?,Solimo,"['Solimo', 'Amazon', 'Generic', 'OXO']"
71nYFzg6yrL,What is the primary color of the phone case?,Orange,"['Orange', 'Black', 'White', 'Blue']"
71nYFzg6yrL,What is the numerical design on the case?,10,"['10', '1', '5', '20']"
71nYFzg6yrL,What is the product?,Case,"['Case', 'Phone', 'Laptop', 'Tablet']"
71nYGVkgFBL,What object is primarily depicted on the case?,Motorcycle,"['Motorcycle', 'Car', 'Phone', 'Building']"
71nYGVkgFBL,What is the color of this case?,multi-colored,"['multi-colored', 'Black', 'White', 'Blue']"
71nYGVkgFBL,What type of product is this?,CASE,"['CASE', 'Laptop', 'Charger', 'Screen']"
71nYKbesg7L,What is the primary color of the case?,blue,"['blue', 'red', 'yellow', 'black']"
71nYKbesg7L,What type of product is this?,CASE,"['CASE', 'PHONE', 'SCREEN', 'BATTERY']"
71nYKbesg7L,What is the case's color?,multicolored,"['multicolored', 'gray', 'purple', 'yellow']"
71nYLjy8+5L,What is the primary color visible in the image?,Blue,"['Blue', 'Green', 'Yellow', 'White']"
71nYLjy8+5L,What object is shown?,Case,"['Case', 'Book', 'Bottle', 'Box']"
71nYLjy8+5L,What kind of pattern appears on the product?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Striped']"
71nY5F0tcCL,What letter is printed on the phone case?,N,"['N', 'A', 'S', 'B']"
71nY5F0tcCL,What color is the case?,Multi-colored,"['Multi-colored', 'Blue', 'Red', 'Black']"
71nY5F0tcCL,What is the product?,CASE,"['CASE', 'PHONE', 'COVER', 'SCREEN']"
71nWMyslLSL,What is the primary color of the butterflies?,Blue,"['Blue', 'Green', 'Red', 'Yellow']"
71nWMyslLSL,What type of objects are shown on the phone case?,Butterflies,"['Butterflies', 'Flowers', 'Stars', 'Cars']"
71nWMyslLSL,What color is the background?,Blue,"['Blue', 'Pink', 'Black', 'White']"
71nXjkymrSL,What animal is on the phone case?,Kitten,"['Kitten', 'Dog', 'Bird', 'Elephant']"
71nXjkymrSL,What is the primary color of the phone case?,Brown,"['Brown', 'Green', 'Red', 'Blue']"
71nXjkymrSL,What is the appearance of the object in the image?,3D,"['3D', 'Flat', 'Solid', 'Abstract']"
71nXep3ESlL,What is the brand name?,Solimo,"['Solimo', 'Amazon', 'Pecan', 'Premium']"
71nXep3ESlL,What type of food is shown?,Nuts,"['Nuts', 'Fruits', 'Vegetables', 'Grains']"
71nXep3ESlL,What is written at the top?,Nuts,"['Nuts', 'Amazon', 'Premium', 'Pecan']"
71nWdQObzBL,What is depicted on the phone case?,Teddy Bear,"['Teddy Bear', 'Dog', 'Cat', 'Flower']"
71nWdQObzBL,What color is the teddy bear?,Brown,"['Brown', 'Green', 'Black', 'White']"
71nWdQObzBL,What is written on the blue heart?,I love you!,"['I love you!', 'Happy Birthday', 'Welcome', 'Thank you!']"
71nWe6WrJIL,What is the primary color of the ribbon?,Taube,"['Taube', 'Green', 'Red', 'Blue']"
71nWe6WrJIL,What type of ribbon is this?,Satin,"['Satin', 'Grosgrain', 'Chiffon', 'Velvet']"
71nWe6WrJIL,What shape is the ribbon stored on?,Roll,"['Roll', 'Box', 'Bag', 'Envelope']"
71nWi91w6gL,What is the primary color visible in the image?,pink,"['pink', 'blue', 'green', 'yellow']"
71nWi91w6gL,What kind of object is displayed?,case,"['case', 'bottle', 'bag', 'book']"
71nWi91w6gL,Are flowers present in the image?,yes,"['yes', 'no', 'maybe', 'unsure']"
71nWiVnFvQL,What is the color of the containers?,Transparent,"['Transparent', 'Red', 'Blue', 'Green']"
71nWiVnFvQL,What is the shape of the containers?,Rectangular,"['Rectangular', 'Round', 'Square', 'Oval']"
71nWiVnFvQL,What type of product is this?,JAR,"['JAR', 'Bottle', 'Bowl', 'Plate']"
71nWitE8YAL,What animal is depicted on the phone case?,Kitten,"['Kitten', 'Dog', 'Bird', 'Elephant']"
71nWitE8YAL,What is the general color of the phone case design?,Multi,"['Multi', 'Red', 'Black', 'White']"
71nWitE8YAL,What is the function of the item in the image?,Case,"['Case', 'Charger', 'Screen', 'Phone']"
71nWoEOtsLL,What brand is on the box?,SOLMO,"['SOLMO', 'Amazon', 'Herbal', 'Peppermint']"
71nWoEOtsLL,What is the net weight of the tea?,0.71,"['0.71', '20', '0.6', '25']"
71nWoEOtsLL,How many tea bags are in the box?,20,"['20', '10', '15', '25']"
71nWtWSK-4L,What is the primary color of the ring?,Grey,"['Grey', 'Gold', 'Black', 'Blue']"
71nWtWSK-4L,What material is the ring made of?,Steel,"['Steel', 'Wood', 'Plastic', 'Glass']"
71nWtWSK-4L,Is the ring a FINERING or a BRACELET?,FINERING,"['FINERING', 'BRACELET', 'NECKLACE', 'EARRING']"
71nWv-UHXfL,What is the dominant color of the phone case?,grey,"['grey', 'blue', 'red', 'yellow']"
71nWv-UHXfL,What is the material of the item?,plastic,"['plastic', 'wood', 'metal', 'glass']"
71nWv-UHXfL,What type of product is it?,case,"['case', 'screen', 'charger', 'phone']"
71nX344vAtL,What is the color of the phone case?,multi-colored,"['multi-colored', 'red', 'blue', 'black']"
71nX344vAtL,What kind of product is it?,CASE,"['CASE', 'PHONE', 'SCREEN', 'CHARGER']"
71nX344vAtL,What kind of phone is the case for?,OnePlus,"['OnePlus', 'Samsung', 'Apple', 'Google']"
71nXKbwdzFL,What is the primary color of the case?,orange,"['orange', 'black', 'blue', 'white']"
71nXKbwdzFL,What number is prominently displayed?,nine,"['nine', 'one', 'two', 'seven']"
71nXKbwdzFL,What type of item is this?,case,"['case', 'phone', 'charger', 'cable']"
71nXQRCpb+L,What is the color of the object?,multicolored,"['multicolored', 'red', 'blue', 'yellow']"
71nXQRCpb+L,What is this item?,case,"['case', 'phone', 'charger', 'screen']"
71nXQRCpb+L,What is the primary style?,3D,"['3D', 'plain', 'striped', 'patterned']"
71nXbsrvP4L,What is the predominant color?,blue,"['blue', 'red', 'yellow', 'green']"
71nXbsrvP4L,What object is displayed prominently?,moon,"['moon', 'sun', 'star', 'tree']"
71nXbsrvP4L,What is the shape of the object on the cover?,rectangle,"['rectangle', 'circle', 'triangle', 'square']"
71nWoL37jiL,What is the primary material of the item?,Plastic,"['Plastic', 'Paper', 'Metal', 'Wood']"
71nWoL37jiL,What is the shape of the individual items?,Rectangular,"['Rectangular', 'Circular', 'Triangular', 'Oval']"
71nWoL37jiL,What color are the items?,Transparent,"['Transparent', 'Red', 'Black', 'Yellow']"
71ncoinF6mL,What is the primary color of the necklace?,Blanco,"['Blanco', 'Rojo', 'Negro', 'Verde']"
71ncoinF6mL,What shape is the pendant?,Redondo,"['Redondo', 'Cuadrado', 'Triangular', 'Ovalado']"
71ncoinF6mL,What kind of object is depicted?,Colgante,"['Colgante', 'Anillo', 'Pulsera', 'Pendiente']"
71ncpU6HiEL,What is the dominant color of the case?,purple,"['purple', 'green', 'blue', 'yellow']"
71ncpU6HiEL,What type of product is this?,case,"['case', 'charger', 'screen protector', 'phone']"
71ncpU6HiEL,Is the color of the case single or multi?,multi,"['multi', 'green', 'blue', 'black']"
71ncxuvRFGL,What is the primary color of the pet carrier?,Gray,"['Gray', 'Black', 'White', 'Blue']"
71ncxuvRFGL,What type of object is shown?,Carrier,"['Carrier', 'Leash', 'Bed', 'Toy']"
71ncxuvRFGL,Does the carrier have a shoulder?,Yes,"['Yes', 'No', 'Maybe', 'Partially']"
71nj2KSrhwL,What animal is depicted on the case?,Kitten,"['Kitten', 'Puppy', 'Bird', 'Elephant']"
71nj2KSrhwL,What is the dominant color of the case?,Multi,"['Multi', 'Red', 'Black', 'Green']"
71nj2KSrhwL,What type of object is this?,Case,"['Case', 'Book', 'Bottle', 'Bag']"
71njC39VppL,What color are the shoes?,White,"['White', 'Black', 'Blue', 'Red']"
71njC39VppL,What is the product type?,SHOES,"['SHOES', 'SHIRTS', 'PANTS', 'HATS']"
71njC39VppL,What is the approximate dominant color of the shoe?,White,"['White', 'Brown', 'Gray', 'Black']"
71nj+o6u2aL,What type of box is this?,SHIPPING,"['SHIPPING', 'STORAGE', 'JEWELRY', 'GIFT']"
71nj+o6u2aL,What color is the box?,BROWN,"['BROWN', 'WHITE', 'BLUE', 'RED']"
71nj+o6u2aL,"What word is on the box, along with the arrows?",WARDROBE,"['WARDROBE', 'FRAGILE', 'HANDLE', 'DELICATE']"
71njGvFQynL,What shape is visible on the case?,Heart,"['Heart', 'Square', 'Circle', 'Triangle']"
71njGvFQynL,What is the primary color seen on the case?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
71njGvFQynL,What product is this an image of?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71njcYNfXNL,What is the dominant color of the background?,beige,"['beige', 'blue', 'black', 'red']"
71njcYNfXNL,What is the primary image's object?,star,"['star', 'flower', 'tree', 'phone']"
71njcYNfXNL,What type of case is this?,hard,"['hard', 'soft', 'leather', 'metal']"
71njfeyEZnL,What type of product is this?,GROCERY,"['GROCERY', 'CLOTHING', 'ELECTRONICS', 'BOOKS']"
71njfeyEZnL,What is the prominent color in the image?,Unknown,"['Unknown', 'Red', 'Blue', 'Green']"
71njfeyEZnL,How many servings are in this meal kit?,2,"['2', '4', '1', '3']"
71njtt-JvEL,What is the primary color of the grid panel?,Black,"['Black', 'White', 'Silver', 'Blue']"
71njtt-JvEL,What shape are the individual sections of the grid?,Square,"['Square', 'Circle', 'Triangle', 'Oval']"
71njtt-JvEL,What type of product is this?,Office,"['Office', 'Kitchen', 'Bedroom', 'Bathroom']"
71nkBG0aGOL,What is the primary color of the connector?,Green,"['Green', 'Blue', 'White', 'Red']"
71nkBG0aGOL,What is the shape of the main bag?,Rectangle,"['Rectangle', 'Circle', 'Triangle', 'Square']"
71nkBG0aGOL,Is the product associated with a household area?,Yes,"['Yes', 'No', 'Maybe', 'Unsure']"
71nkCReMSCL,What color is the cord?,Black,"['Black', 'White', 'Green', 'Brown']"
71nkCReMSCL,What type of light is this?,String,"['String', 'Table', 'Wall', 'Floor']"
71nkCReMSCL,How many cords are visible?,Three,"['Three', 'Two', 'One', 'Four']"
71njPWFDMSL,What is the dominant color of the flowers?,red,"['red', 'green', 'blue', 'yellow']"
71njPWFDMSL,What type of flower is shown?,rose,"['rose', 'daisy', 'lily', 'tulip']"
71njPWFDMSL,What is the product?,case,"['case', 'phone', 'charger', 'screen']"
71nkGBhNIYL,What is the product's brand name?,Happy,"['Happy', 'Amazon', 'Belly', 'Ultra']"
71nkGBhNIYL,What is the color of the milk carton's top?,White,"['White', 'Black', 'Blue', 'Gray']"
71nkGBhNIYL,What word appears near the milk's type?,Ultra,"['Ultra', 'Pint', 'Half', 'Belly']"
71nivHXsXRL,What is the color of the phone case?,multi-colored,"['multi-colored', 'black', 'red', 'white']"
71nivHXsXRL,What is the shape on the phone case?,ball,"['ball', 'rectangle', 'triangle', 'circle']"
71nivHXsXRL,What is the product type?,case,"['case', 'screen', 'charger', 'battery']"
71nipyS9sML,What is the dominant color in the image?,red,"['red', 'blue', 'green', 'yellow']"
71nipyS9sML,What is the item's product type?,CASE,"['CASE', 'PHONE', 'COVER', 'SCREEN']"
71nipyS9sML,What kind of flower is shown in the case?,rose,"['rose', 'tulip', 'lily', 'daisy']"
71ni4H+OYxL,What type of product is this?,CASE,"['CASE', 'CHARGER', 'SCREEN', 'PHONE']"
71ni4H+OYxL,What color is the product?,multi-colored,"['multi-colored', 'yellow', 'black', 'golden']"
71ni4H+OYxL,What is the pattern?,Butterfly,"['Butterfly', 'Floral', 'Stripes', 'Dots']"
71ni4pYuKyL,What item is this?,CASE,"['CASE', 'PHONE', 'BOOK', 'COFFEE']"
71ni4pYuKyL,What color is the item?,MULTI-COLORED,"['MULTI-COLORED', 'WHITE', 'BLACK', 'BLUE']"
71ni4pYuKyL,What is on the object?,CUP,"['CUP', 'BOOK', 'PHONE', 'CHAIN']"
71ni9fbyf5L,What animal is depicted on the cover?,Puppy,"['Puppy', 'Cat', 'Bird', 'Elephant']"
71ni9fbyf5L,What is the primary color scheme?,Multi-colored,"['Multi-colored', 'Red', 'Blue', 'Green']"
71ni9fbyf5L,What is the cover's texture?,Hairy,"['Hairy', 'Smooth', 'Shiny', 'Bumpy']"
71niBcoQRBL,What color is the handbag?,Tan,"['Tan', 'Black', 'White', 'Blue']"
71niBcoQRBL,What type of product is shown?,HANDBAG,"['HANDBAG', 'Shoes', 'Shirt', 'Hat']"
71niBcoQRBL,What is the product mainly?,Bag,"['Bag', 'Scarf', 'Belt', 'Bracelet']"
71niCi1g7ZL,What is the primary color of the case?,Red,"['Red', 'Blue', 'Yellow', 'Green']"
71niCi1g7ZL,Is the pattern on the case abstract or geometric?,Abstract,"['Abstract', 'Geometric', 'Floral', 'Striped']"
71niCi1g7ZL,What type of product is this?,Case,"['Case', 'Phone', 'Charger', 'Screen']"
71niD0nNnBL,What is the color of the phone case's background?,Black,"['Black', 'White', 'Red', 'Blue']"
71niD0nNnBL,What is the primary color of the drawing?,White,"['White', 'Black', 'Yellow', 'Green']"
71niD0nNnBL,What is the type of product?,Case,"['Case', 'Charger', 'Screen', 'Phone']"
71nirmdTRzL,What is the color of the phone case?,multi-colored,"['multi-colored', 'black', 'white', 'red']"
71nirmdTRzL,What type of product is this?,CASE,"['CASE', 'PHONE', 'SCREEN', 'BATTERY']"
71nirmdTRzL,What are the colors used to create the case's pattern?,blue,"['blue', 'black', 'green', 'purple']"
71niKfB3N7L,What is the primary color of the arrow pattern?,Black,"['Black', 'Red', 'Blue', 'Green']"
71niKfB3N7L,What shape is repeated in the pattern?,Arrow,"['Arrow', 'Circle', 'Square', 'Star']"
71niKfB3N7L,Is the background white or black?,White,"['White', 'Black', 'Gray', 'Red']"
71niRD0lWoS,What is the color of the bird bath?,Black,"['Black', 'White', 'Green', 'Blue']"
71niRD0lWoS,What is the product type?,OUTDOOR_LIVING,"['OUTDOOR_LIVING', 'INDOOR_LIVING', 'KITCHEN', 'BEDROOM']"
71niRD0lWoS,What animal is on top?,Bird,"['Bird', 'Dog', 'Cat', 'Squirrel']"
71niRzBktlL,What animal is primarily depicted in the image?,Sloth,"['Sloth', 'Monkey', 'Lion', 'Elephant']"
71niRzBktlL,What is the general color of the wall stickers?,Multi,"['Multi', 'Green', 'Yellow', 'Red']"
71niRzBktlL,What type of room is the wall sticker designed for?,Living,"['Living', 'Bedroom', 'Bathroom', 'Kitchen']"
71niWGRgnvL,What is the primary color of the product?,Black,"['Black', 'Blue', 'Yellow', 'Red']"
71niWGRgnvL,What shape is the product?,Rectangle,"['Rectangle', 'Oval', 'Circle', 'Square']"
71niWGRgnvL,What is the color of the rangoli?,White,"['White', 'Black', 'Red', 'Green']"
71nic2Y3sJL,What is the primary color of the phone case?,pink,"['pink', 'black', 'white', 'blue']"
71nic2Y3sJL,What type of product is this?,case,"['case', 'charger', 'screen', 'phone']"
71nic2Y3sJL,What is the design on the case?,perfume,"['perfume', 'flowers', 'stripes', 'dots']"
71nieR8M2VL,What color is the background?,Black,"['Black', 'White', 'Blue', 'Green']"
71nieR8M2VL,What is the primary shape of the case?,Rectangle,"['Rectangle', 'Circle', 'Triangle', 'Oval']"
71nieR8M2VL,What is the pattern on the case?,Smiley,"['Smiley', 'Stripes', 'Dots', 'Flowers']"
71nii-nlLKL,What is the main type of product in the image?,SYRUP,"['SYRUP', 'SAUCE', 'HONEY', 'OIL']"
71nii-nlLKL,What color is the lid?,RED,"['RED', 'BLUE', 'WHITE', 'GREEN']"
71nii-nlLKL,What flavor is the syrup?,ORIGINAL,"['ORIGINAL', 'MAPLE', 'CHOCOLATE', 'VANILLA']"
